0,100,19,20,100,0,100,20,100,0,100,17,100,0,20,100,100,0,19,100,20,0,20,100,100,0,100,18,17,0,20,100,100,0,19,20,100,0,100,20,100,0,18,17,0,100,20,100,100,0,19,100,100,0,19,0,19,20,19,100,100,0,0,19
0,100,20,100,100,0,100,100,100,32,100,100,22,0,22,0,22,100,20,100,100,0,100,100,100,32,100,100,22,100,100,0,22,100,20,100,100,27,0,100,100,32,100,100,22,100,100,100,100,100,20,100,0,27,0,30,0,32,100,100,0,22,100,100
0,100,100,100,100,100,100,100,100,100,100,100,100,100,26,100,100,27,26,100,100,29,100,100,100,28,29,100,100,30,26,100,100,100,100,100,100,0,100,100,100,28,29,100,100,32,26,100,100,100,100,100,100,0,100,29,100,0,100,29,100,30,26,100
0,29,0,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100,100,0,100,28,100,0,23,100
0,100,100,100,25,0,100,23,100,0,100,24,0,100,100,24,0,100,100,100,25,0,100,23,100,0,100,24,0,100,42,0,100,100,24,0,25,0,100,23,100,0,100,24,0,100,100,24,0,100,24,0,25,0,100,23,100,0,100,0,100,100,100,24
0,100,26,0,100,100,100,24,100,0,22,0,100,100,100,100,100,100,100,100,100,100,100,24,100,0,22,0,100,100,100,100,100,100,100,100,100,100,100,24,100,0,23,0,100,100,100,100,100,100,24,0,100,100,100,0,100,100,100,100,100,100,24,100
0,27,100,100,100,26,0,39,0,100,29,100,100,0,100,41,39,0,24,100,100,0,100,34,36,0,100,36,0,41,0,34,0,27,100,100,100,0,100,39,0,100,100,29,100,0,100,41,39,0,24,100,100,0,100,34,35,0,100,24,0,100,100,22
0,100,100,100,100,100,100,17,0,100,100,20,0,100,32,0,100,100,100,100,100,100,100,17,0,100,100,20,0,100,32,0,100,100,100,100,100,100,100,17,0,100,100,20,0,100,32,0,100,100,100,100,100,100,100,17,0,100,100,0,100,100,100,20
0,100,100,100,37,0,37,0,100,100,100,32,100,0,100,36,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,37,0,100,100,100,100,100,38,0,35,0,100,32,100,0,38,37,100,42,0,31,37,38,100,0,35,36,100,32,100,0,39,37
0,100,100,24,0,24,100,100,0,24,100,0,24,100,100,0,100,24,100,100,0,26,100,100,0,27,100,39,100,43,42,0,100,100,100,100,100,24,100,100,0,24,100,0,25,0,24,100,0,100,24,100,100,0,27,100,100,0,27,100,39,100,43,100
0,24,0,17,0,100,100,15,0,24,0,19,0,100,100,16,0,100,100,17,0,100,100,16,0,100,100,19,0,100,100,100,100,17,100,100,0,100,100,15,0,24,0,19,0,100,100,16,0,100,100,17,0,100,100,16,0,24,0,19,0,100,100,24
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,31,0,100,100,100,100,100,100,34,0,100,100,100,33,28,0,100,100,100,100,32,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,34
0,100,100,100,100,100,31,23,100,0,31,100,0,100,31,23,100,0,31,100,24,0,31,23,100,0,30,100,0,100,31,23,0,100,30,100,0,100,31,23,100,0,31,100,0,100,31,23,100,0,31,100,24,0,31,23,100,0,31,100,0,100,31,23
0,100,100,100,100,100,36,100,100,0,48,100,100,0,39,100,44,0,41,100,100,0,36,100,100,48,100,100,100,0,39,100,44,0,41,100,100,0,36,100,100,0,48,100,100,0,39,100,44,0,41,100,100,0,36,100,100,48,100,100,100,0,39,100
0,36,0,100,100,36,100,100,39,40,0,39,100,0,41,100,100,37,0,36,0,36,100,0,39,0,100,39,100,0,41,0,100,36,0,100,100,36,100,100,39,0,40,39,100,0,41,100,100,36,100,0,100,36,100,0,39,100,0,39,100,0,0,39
0,100,24,100,0,100,100,20,0,100,20,100,0,100,100,23,0,24,100,100,0,100,100,20,0,100,20,100,0,100,100,23,0,24,100,100,0,100,100,20,0,100,20,100,0,100,100,23,0,24,100,100,0,100,100,20,0,100,20,100,0,100,100,23
0,24,100,100,100,0,100,24,0,100,100,24,0,100,100,25,100,0,24,100,100,0,100,27,0,100,100,24,0,100,100,25,100,24,100,100,100,0,100,24,0,100,100,24,0,100,100,25,100,0,24,100,100,0,100,27,0,100,100,24,0,100,100,25
0,100,100,100,100,24,100,30,100,100,100,100,100,24,100,25,100,30,100,100,100,100,100,100,100,100,100,100,100,0,100,24,0,24,100,100,0,100,100,25,100,100,24,0,25,24,23,24,100,0,100,28,100,0,24,25,0,24,0,25,100,0,23,100
0,100,100,100,100,100,100,22,100,0,100,22,100,0,100,22,100,0,100,100,100,100,100,100,22,0,100,100,22,0,100,100,22,26,0,100,100,100,100,100,22,0,100,100,22,0,100,100,22,26,0,100,100,100,100,100,22,0,100,100,22,0,100,26
0,28,100,27,100,0,100,31,100,0,16,15,100,0,100,31,27,0,28,100,100,0,100,31,100,0,28,27,100,0,100,31,100,27,28,27,100,0,27,31,100,0,28,100,27,100,0,31,100,0,28,100,27,26,0,31,100,0,28,100,27,0,100,31
0,100,100,27,0,100,26,0,24,0,100,26,0,100,26,0,37,0,100,100,25,0,26,0,100,100,100,26,0,100,26,0,36,0,100,27,25,0,26,0,37,0,100,26,0,100,26,0,36,0,100,27,24,0,26,100,0,100,100,27,0,100,0,27
0,27,100,100,29,0,100,32,24,100,100,100,100,0,100,24,0,27,100,100,29,0,100,32,24,0,24,0,24,0,24,100,0,27,100,100,29,0,26,32,24,23,24,100,100,22,0,24,0,100,27,100,29,0,100,32,24,100,0,23,100,22,25,24
0,100,100,100,100,17,100,100,0,100,100,100,100,100,15,100,0,100,100,100,100,100,17,100,0,100,100,100,100,15,0,15,100,0,100,15,0,100,17,100,0,100,100,100,100,100,15,100,0,100,20,0,100,100,17,100,0,100,100,100,100,15,0,15
0,100,100,24,100,0,24,100,100,0,24,100,27,0,24,30,100,0,100,24,100,0,24,100,100,0,100,24,30,0,24,27,100,0,100,24,100,0,24,100,100,0,24,100,27,0,24,30,100,0,100,24,100,0,24,100,100,0,100,24,30,0,24,27
0,100,17,0,100,31,0,100,29,28,0,100,24,0,100,100,100,100,20,100,0,33,0,100,100,17,0,17,100,0,100,100,17,0,17,100,0,100,100,29,100,0,100,100,24,0,100,20,100,0,20,100,0,19,100,0,100,17,0,17,100,0,19,100
0,100,100,27,100,39,0,29,0,100,100,29,0,39,100,100,0,100,100,39,100,0,100,29,0,100,100,29,0,39,100,100,0,39,0,39,100,0,100,41,0,100,100,29,0,39,100,100,0,40,0,39,100,100,0,29,0,100,100,29,0,100,100,32
0,20,100,17,100,0,19,100,100,0,20,17,100,19,100,100,100,20,100,17,100,0,19,100,100,0,20,17,100,0,19,100,100,20,100,17,100,19,100,100,100,0,20,17,100,19,100,100,100,0,19,17,100,19,100,100,100,20,100,17,100,0,19,100
0,100,22,100,0,100,22,21,0,100,20,21,0,100,20,21,0,100,20,21,0,100,20,21,100,0,22,100,0,100,20,100,0,100,20,100,0,100,22,100,21,0,20,22,100,0,22,100,0,100,22,100,0,100,100,0,100,100,100,100,100,100,22,100
0,100,24,100,100,0,100,36,100,0,100,100,32,0,30,36,100,0,24,100,100,0,100,36,100,35,34,0,32,0,100,32,0,100,24,100,100,0,100,36,100,0,38,0,32,100,31,36,100,24,100,100,100,0,100,36,35,0,33,100,35,0,100,32
0,29,100,0,100,41,0,32,100,0,27,100,0,35,100,29,100,100,100,0,41,100,0,32,100,0,27,100,0,36,100,100,100,29,100,100,22,40,0,32,100,0,27,100,0,36,100,29,100,100,100,0,41,100,0,32,100,0,27,100,0,36,100,100
0,100,100,100,100,100,24,100,27,0,100,22,0,100,24,100,22,0,100,22,100,0,24,100,27,39,0,22,100,0,24,100,0,100,100,22,100,0,24,100,27,0,100,22,100,0,24,100,27,0,100,22,100,0,24,100,27,0,100,22,100,0,24,100
0,23,31,100,0,100,100,31,29,24,100,0,100,100,32,100,0,100,31,100,0,100,100,31,29,0,100,100,100,100,100,35,0,100,31,100,0,100,100,31,29,26,0,19,0,32,0,32,100,0,31,100,0,100,100,31,29,0,100,100,100,100,100,32
0,29,100,100,100,100,100,100,100,28,30,100,26,0,100,25,100,29,100,100,100,100,100,100,100,30,100,100,25,24,0,25,100,29,100,100,100,100,100,100,100,0,30,100,25,24,0,25,100,29,100,100,100,100,100,100,100,0,30,100,25,24,0,25
0,100,21,100,0,100,18,0,17,0,100,17,0,100,100,16,0,100,21,100,100,0,100,17,100,0,100,17,0,100,100,16,0,100,21,100,100,0,18,0,19,0,100,18,0,100,100,16,0,100,21,100,0,18,100,100,17,0,100,18,100,0,100,17
0,32,0,20,23,0,32,25,100,32,100,20,23,0,20,25,100,0,20,100,23,0,20,25,100,19,100,20,100,22,100,26,0,20,100,100,23,0,32,24,100,32,100,20,23,0,20,25,100,20,100,100,23,0,20,25,100,20,100,100,100,0,23,100
0,30,29,100,100,100,100,100,32,100,31,27,100,0,100,27,100,0,29,100,100,100,100,100,32,0,100,27,100,0,100,100,100,100,29,100,100,0,29,100,32,100,0,27,100,100,0,100,27,0,29,100,100,100,100,100,32,100,31,0,100,100,27,100
0,26,0,100,100,26,0,22,100,0,100,22,100,26,0,22,100,26,0,100,100,26,0,22,100,0,100,22,100,0,100,22,100,0,100,100,24,28,0,22,100,0,100,100,100,27,0,22,100,0,100,100,24,0,100,22,100,0,100,100,100,100,100,22
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,0,22,0,27,0,22,100,0,100,22,100,27,100,22,100,0,100,22,100,0,100,22,100,0,100,22,0,26,0,22,100,0,100,100,100,100,100,22,100,26,0,100,25,0,100,22
0,100,100,17,0,100,17,0,32,31,0,20,0,100,15,100,0,100,100,17,0,100,17,0,100,100,100,20,0,100,15,0,100,100,100,17,0,100,17,0,100,100,100,20,0,100,15,100,0,100,100,17,0,100,17,0,100,100,100,20,0,100,0,15
0,100,100,24,27,0,100,30,27,25,0,24,27,20,0,100,27,0,20,23,26,0,100,100,27,25,0,23,27,100,0,100,27,25,0,24,26,0,100,26,100,0,100,24,26,0,19,0,27,24,0,24,26,24,0,100,27,26,0,24,0,100,100,27
0,100,100,100,100,100,24,0,27,0,22,0,100,100,24,0,27,0,22,0,100,100,24,0,27,0,22,0,100,100,24,0,27,0,22,0,100,100,24,0,27,0,22,0,100,100,24,100,27,0,22,0,100,100,24,0,27,0,22,0,100,100,0,24
0,100,20,100,0,20,0,20,100,0,100,100,100,20,100,100,100,100,0,20,100,0,100,100,100,20,100,100,100,100,0,20,100,0,100,100,100,32,20,0,20,100,0,20,100,0,100,100,20,0,100,100,100,32,20,0,20,100,0,0,100,100,20,100
0,100,100,25,30,0,100,28,0,100,100,23,0,100,25,0,25,0,100,25,30,0,100,28,0,100,100,23,0,100,25,0,25,0,100,25,30,0,100,28,0,100,100,23,0,100,25,0,25,0,100,25,30,0,100,28,0,100,100,23,0,100,0,25
0,100,100,20,0,100,100,20,0,100,20,0,100,100,100,100,100,100,100,20,0,100,100,20,0,100,20,0,100,100,100,100,100,100,100,100,100,100,100,20,0,100,20,100,0,20,0,100,100,20,0,20,0,100,100,20,0,100,0,100,100,100,20,100
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24,100,100,0,25,27,24,0,24,100,100,0,100,100,26,0,24,100,100,0,27,100,100,0,24,100,100,0,100,100,27,0,24,100,100,0,25,100,27,0,0,100,100,24,100,100
0,100,100,100,100,100,100,100,100,100,100,24,100,0,100,24,0,100,100,100,100,100,100,100,100,100,100,24,100,0,100,24,0,100,100,100,100,100,100,100,24,0,100,24,100,36,0,24,0,100,100,100,24,0,100,100,24,0,100,24,100,0,100,24
0,100,100,100,100,43,0,28,27,0,100,100,27,0,29,27,0,29,0,100,27,0,100,28,27,31,0,100,27,0,29,27,0,100,100,100,27,0,100,28,27,28,0,100,27,0,100,27,0,100,100,100,27,0,100,28,27,0,100,100,27,0,100,27
0,29,100,100,100,0,100,39,0,28,29,100,100,0,100,39,0,28,29,100,100,0,100,39,0,29,100,100,100,41,0,39,41,0,29,100,100,0,100,39,0,28,29,100,100,0,100,39,0,29,100,100,100,0,100,39,0,0,100,100,29,100,100,100
0,100,42,0,42,100,0,100,100,100,40,0,31,0,100,30,36,0,42,0,42,100,0,100,33,0,40,0,31,0,100,30,36,0,42,0,41,100,0,100,33,0,40,0,31,0,100,36,100,0,42,0,42,100,0,100,100,100,40,0,31,0,100,36
0,24,100,100,100,100,100,100,27,0,100,27,31,100,100,27,100,24,100,100,100,100,23,100,24,0,27,100,30,31,100,100,100,24,100,100,100,100,100,100,27,26,0,27,31,100,100,27,100,24,100,100,100,100,100,27,100,0,31,100,100,100,100,100
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,36,0,36,0,36,34,0,100,36,0,36,0,36,35,0,100,36,0,36,0,36,34,0,100,36,0,35,0,36,34,32,0,36,0,38,0,36,34,32,0,36,0,100,100,36
0,25,0,27,100,25,0,24,100,0,28,27,100,37,36,100,100,37,0,27,100,25,0,24,100,0,29,27,100,37,0,36,100,25,23,27,100,37,0,24,100,0,29,27,100,37,34,36,100,25,0,27,100,0,100,24,100,0,100,27,100,0,100,36
0,37,0,36,35,0,36,100,0,36,100,0,36,0,100,36,100,37,0,36,34,0,36,100,0,36,100,0,36,100,0,36,100,0,100,36,100,0,36,100,0,36,100,0,36,37,0,36,100,0,100,36,100,0,36,100,100,0,36,0,36,0,100,36
0,100,100,22,26,28,0,26,0,100,100,26,0,27,100,100,0,100,26,0,26,0,100,27,0,29,0,25,0,28,0,27,0,100,27,0,26,0,100,27,0,27,0,26,0,27,0,27,0,100,26,100,100,0,28,26,0,25,100,100,0,27,0,27
0,100,100,24,20,0,22,0,100,100,100,21,0,100,100,100,100,20,0,24,20,0,22,0,21,0,100,21,0,100,100,20,0,20,0,24,20,0,22,0,21,0,100,21,0,100,100,20,19,0,100,24,20,0,22,0,20,0,100,21,0,100,100,20
0,100,29,0,31,0,29,32,0,100,29,0,30,0,29,27,0,100,29,0,31,0,29,34,0,100,29,0,30,0,29,27,0,100,29,0,31,0,29,33,0,100,29,0,31,0,29,27,100,0,29,0,30,0,29,32,0,100,29,0,30,0,100,27
0,100,100,22,0,100,100,25,23,0,100,100,22,0,100,22,100,0,100,22,0,100,100,25,23,0,100,100,22,0,100,22,100,0,100,23,0,100,100,37,24,0,100,100,22,0,100,22,100,0,100,24,0,100,100,37,23,0,100,100,22,0,100,22
0,100,29,31,100,0,28,0,100,100,100,100,31,0,30,0,31,0,29,31,100,0,32,0,31,0,30,0,31,29,30,31,100,0,32,31,100,0,29,0,100,100,100,100,31,0,30,0,31,0,29,31,100,0,29,100,31,0,29,0,31,0,30,31
0,32,0,30,100,0,100,100,29,0,100,29,100,0,100,32,100,100,0,30,100,0,100,100,29,0,100,29,100,0,100,32,100,0,100,30,100,0,100,100,29,0,100,29,100,0,31,32,100,100,0,30,100,0,100,100,29,0,100,29,100,0,33,32
0,100,24,100,0,100,100,100,100,100,100,100,100,100,100,24,100,0,26,100,0,100,100,100,100,100,100,100,100,100,100,26,100,0,24,100,0,100,100,23,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,32,0,100,100,30
0,100,100,14,100,0,100,100,100,100,19,100,29,0,31,100,19,0,100,14,100,0,100,32,100,34,19,100,0,100,100,19,100,0,100,14,100,32,100,100,100,0,19,100,17,0,31,100,19,0,100,15,100,32,0,32,100,0,100,18,0,100,31,100
0,100,36,0,100,37,0,31,0,33,24,0,24,100,0,21,23,0,24,100,0,100,100,19,0,33,0,100,24,100,0,21,0,100,36,0,100,37,0,30,0,33,0,100,24,100,100,21,22,0,24,100,0,37,0,31,0,33,0,100,24,100,100,21
0,100,100,100,100,100,100,100,100,100,100,100,100,24,0,27,0,100,100,24,100,0,100,100,100,100,25,0,24,0,27,100,0,100,100,25,0,100,25,100,0,100,100,28,0,100,27,100,0,100,100,25,0,100,26,25,0,19,0,27,0,100,27,100
0,100,100,39,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,37,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,37
0,31,100,100,100,0,20,31,33,100,35,36,100,0,25,0,100,100,39,100,100,0,39,100,100,0,100,39,0,100,38,36,34,100,31,100,100,0,31,32,33,34,36,100,100,37,100,39,0,39,100,100,100,0,39,100,100,0,39,100,100,100,100,36
0,27,0,100,100,100,23,100,0,100,100,23,0,100,23,100,0,100,100,24,100,0,100,24,100,100,100,100,0,100,100,24,100,0,26,100,100,0,23,100,0,100,23,100,0,100,23,100,0,100,100,26,100,0,23,100,0,100,23,100,100,0,100,23
0,100,100,24,100,0,20,17,100,14,20,19,100,0,100,100,100,100,100,24,100,0,20,17,100,0,19,100,100,0,100,100,100,100,100,24,100,0,20,17,100,0,19,100,100,0,100,100,100,100,100,24,100,0,20,17,100,0,0,100,100,19,100,100
0,23,100,24,0,100,100,33,24,23,100,0,34,100,0,31,0,23,100,38,34,0,100,32,24,0,23,24,0,100,100,31,100,23,100,0,34,100,0,33,24,0,23,0,34,0,100,31,100,23,100,0,34,33,0,33,24,0,23,24,0,100,100,31
0,100,100,17,100,100,100,0,27,0,100,17,0,17,0,100,100,100,17,100,0,100,100,100,28,0,100,17,0,100,100,27,100,0,100,17,100,100,0,17,27,0,100,17,0,16,17,100,27,0,100,17,0,28,0,100,27,0,100,17,0,100,100,27
0,100,100,100,100,100,100,100,100,100,100,100,32,0,100,100,100,100,100,100,40,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,32,100,0,31,0,37,0,100,100,21,0,100,100,100,100,100,0,100,100,32,100
0,100,30,100,0,100,25,0,100,100,100,29,100,0,25,100,24,0,30,100,0,100,24,0,100,100,100,30,0,100,24,0,100,100,100,30,0,100,24,0,30,0,100,29,100,0,25,100,0,100,30,100,0,100,25,100,24,0,29,100,0,100,24,100
0,22,0,27,100,0,100,24,0,100,100,27,100,23,0,24,100,0,100,100,27,0,100,24,100,23,0,100,27,23,100,24,100,0,100,100,27,0,100,24,100,0,21,0,27,0,100,24,100,0,100,100,27,0,100,24,100,0,100,27,100,0,100,24
0,100,100,24,100,0,100,20,100,0,100,20,100,0,37,17,100,0,100,24,100,0,100,20,100,0,100,20,100,0,100,17,100,0,100,24,100,0,100,20,100,0,100,20,100,0,100,17,100,0,100,24,100,0,100,20,100,0,100,20,100,0,100,17
0,28,0,29,0,100,100,100,100,100,36,40,38,0,100,36,100,27,0,29,0,100,100,27,0,100,36,100,0,100,38,0,100,29,0,29,0,100,100,100,100,100,36,0,100,100,100,36,100,28,0,29,0,100,100,27,0,100,36,100,0,100,38,36
0,100,100,24,31,100,0,33,100,0,100,23,100,31,0,27,100,100,0,24,31,100,0,33,100,0,100,23,100,31,0,27,100,100,0,24,31,100,0,33,100,0,100,23,100,31,0,27,100,26,0,24,31,100,0,33,100,0,100,23,100,19,0,27
0,20,100,100,0,20,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,39,100,0,100,100,100,39,36,0,39,0,100,100,39,0,100,100,39,0,100,100,39,0,100,100,100,100,20,0,20,100,100
0,100,100,100,24,100,0,24,100,0,100,24,100,19,100,100,0,100,42,0,24,100,0,24,100,0,100,24,100,19,0,100,100,100,100,100,24,100,0,24,100,0,100,24,100,19,100,100,0,100,24,100,100,100,0,24,100,0,100,24,100,19,20,19
0,29,0,29,100,0,100,27,0,30,100,0,29,100,0,100,100,100,100,29,0,27,0,27,0,30,100,0,29,100,0,29,0,29,0,29,100,28,0,27,0,30,100,0,29,100,100,0,100,29,0,29,100,27,0,27,0,30,100,0,29,0,100,29
0,24,100,100,100,0,24,100,100,0,24,100,100,100,100,100,0,24,100,100,100,23,24,100,100,0,24,100,100,0,24,100,0,24,100,100,100,100,100,100,100,0,24,100,100,0,100,100,100,24,100,100,100,100,100,100,100,0,0,100,100,24,100,100
